"createdOn","cwltool_version","date_accessed","docker_version","entityId","env_cpus","env_disk","env_memory","environment","institution","modifiedOn","file_name","objectId","platform","reportEntityId","reportStatus","runner","runner_version","scopeId","status","submitterAlias","submitterId","team","teamId","user","userId","versionNumber","workflow","workflow_type","workflow_contributor","input_handle","suggested_cpus","suggested_disk","suggested_ram"
"1501265674396",,,"17.06.0-ce, build 02c1d87","syn10240068","8","elastic","61Gb","EC2","Sage Bionetworks","1516687180459","9605639_SageWorkflowRunners_1501265671.zip","9624378","cwltool","syn10241143","VALIDATED","cwltool","1.0.20170217172322","9605639","VALIDATED","SageWorkflowRunners","3357698","SageWorkflowRunners","3357698","James Eddy","2223305","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1502167483536",,,"1.6.2, build 7c8fca2","syn10268045","36","1Tb","58Gb","EC2","ENCODE DCC","1516687182837","9605639_ENCODEDCC_1502167471.zip","9625621","cwltool","syn10268960","VALIDATED","cwltool","1.0.20170217172322","9605639","VALIDATED","ENCODE DCC","3360078","ENCODE DCC","3360078","Idan Gabdank","3354055","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1502168110460",,,"1.6.2, build 7c8fca2","syn10268058","36","1Tb","58Gb","EC2","ENCODE DCC","1516687184578","9605639_ENCODEDCC_1502168099.zip","9625622","cromwell","syn10268963","VALIDATED","cromwell","28-5fd2237-SNAP","9605639","VALIDATED","ENCODE DCC","3360078","ENCODE DCC","3360078","Idan Gabdank","3354055","1","encode_mapping_workflow","WDL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1502445676733",,,"1.12.6","syn10290487","32","700Gb","60Gb","EC2","Seven Bridges Genomics","1516687186437","9605639_SBG_1502445660.zip","9626580","rabix","syn10290494","VALIDATED","rabix","1.0.0","9605639","VALIDATED","SBG","3359497","SBG","3359497","Bogdan Gavrilovic","3357304","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1502833131792",,,"17.06.0-ce, build 02c1d87","syn10323838","8","400Gb","64Gb","local","Ontario Institute for Cancer Research","1516687188623","9605639_DockstoreTeam_1502833126.zip","9627504","dockstore","syn10324223","VALIDATED","dockstore","1.2.5","9605639","VALIDATED","Dockstore Team","3357666","Dockstore Team","3357666","Denis Yuen","3334989","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1502903340844",,,"17.06.0-ce, build 02c1d87","syn10336218","8","elastic","32Gb","EC2","UCSC","1516687190400","9605639_UCSCGA4GH-DREAMChallengeTeam_1502903331.zip","9627684","cwltool","syn10336532","VALIDATED","cwltool","1.0.20170217172322","9605639","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","DailyDreaming","3359517","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1502920246679",,,"17.06.0-ce, build 02c1d87","syn10338289","8","100Gb","32Gb","EC2","UCSC","1516687192287","9605639_UCSCGA4GH-DREAMChallengeTeam_1502920237.zip","9627720","cromwell","syn10338414","VALIDATED","cromwell","28-5fd2237-SNAP","9605639","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","DailyDreaming","3359517","1","encode_mapping_workflow","WDL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1504188160951","1.0.20170217172322",,"1.7.1, build 786b29d","syn10514814","12","800Gb","72Gb","local","European Molecular Biology Laboratory, Heidelberg","1516687194156","9605639__1504188148.zip","9631597","cromwell","syn10514924","VALIDATED","cromwell","28-5fd2237-SNAP","9605639","VALIDATED",,"3352048","EMBL GA4GH-DREAM Challenge Team",,"Benjamin Story","3352048","1","encode_mapping_workflow","WDL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1504216063483",,"2017-08-30T20:20:34+00:00","17.06.0-ce-rc4","syn10518811","32","200Gb","240Gb","EC2","UCSC","1516687195869","9605639_UCSCGA4GH-DREAMChallengeTeam_1504216051.zip","9631755","dockstore","syn10518939","VALIDATED","dockstore","1.2.5","9605639","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1504216224864",,"2017-08-30T20:50:34+00:00","17.06.0-ce-rc4","syn10518839","32","200Gb","240Gb","EC2","UCSC","1516687198133","9605639_UCSCGA4GH-DREAMChallengeTeam_1504216213.zip","9631756","cwltool","syn10518942","VALIDATED","cwltool","1.0.20170217172322","9605639","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1505008779631",,,"17.06.1-ce, build 874a737","syn10676064","8","2Tb","32Gb","EC2","UCSC","1516687199958","9605639_UCSCGA4GH-DREAMChallengeTeam_1505008771.zip","9633520","Toil","syn10676071","VALIDATED","Toil","3.11.0a1","9605639","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","DailyDreaming","3359517","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1505077170309",,"2017-09-05","17.06.0-ce, build 02c1d87","syn10680626","48","368Tb","512Gb","local","Children's Mercy Kansas City","1516687203035","9605639_ChildrensMercyGA4GH-DREAMChallengeTeam_1505077233.zip","9633630","cwltool","syn10680627","VALIDATED","cwltool","1.0.20170817131858","9605639","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Byunggil Yoo","3340080","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1505486038361",,"2017-09-15","17.06.0-ce, build 02c1d87","syn10806869","48","368Tb","512Gb","local","Children's Mercy Kansas City","1516687205198","9605639_ChildrensMercyGA4GH-DREAMChallengeTeam_1505486103.zip","9635416","cwltool","syn10807012","VALIDATED","cwltool","1.0.20170817131858","9605639","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Jeff Johnston","3360391","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1505892111208",,"2017-09-19","1.12.6","syn10849377","8","140Gb","32Gb","local","ETH Zxfcrich, NEXUS Personalized Health Technologies","1516687206995","9605639__1505892100.zip","9636346","cwltool","syn10849433","VALIDATED","cwltool","1.0.20170828135420","9605639","VALIDATED",,"3360642","ETH Zurich NEXUS Workflow Handler",,"Vipin T Sreedharan","3360642","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1505939855318",,,"17.06.0-ce, build 02c1d87","syn10852895","8","400Gb","64Gb","local","Ontario Institute for Cancer Research","1516687208897","9605639_DockstoreTeam_1505939849.zip","9636472","dockstore","syn10852954","VALIDATED","dockstore","1.2.10","9605639","VALIDATED","Dockstore Team","3357666","Dockstore Team","3357666","Denis Yuen","3334989","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1506020058411",,"2017-07-19","17.06.0-ce, build 02c1d87","syn10879309","4","500Gb","16Gb","local","Children's Mercy Kansas City","1516687209889","9605639_ChildrensMercyGA4GH-DREAMChallengeTeam_1506020052.zip","9636717","cwltool","syn10879406","VALIDATED","cwltool","1.0.20170817131858","9605639","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Jonathon Saunders","3362244","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1506115766705",,"2017-09-22","1.13.1, build 092cba3","syn10891924","24","7.5Tb","125Gb","stand alone server","University of Khartoum, Sudan","1516687211706","9605639_CBSB_pipelines_1506115743.zip","9637098","cwltool","syn10891946","VALIDATED","cwltool","1.0.20170217172322","9605639","VALIDATED","CBSB_pipelines","3362440","CBSB_pipelines","3362440","Azza Ahmed","3333939","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1506343882370",,"2017-09-20","1.12.6, build c4618fb","syn10900838","8","140Gb","32Gb","local","ETH Zxfcrich, NEXUS Personalized Health Technologies","1516687213481","9605639__1506343870.zip","9637440","Toil","syn10900863","VALIDATED","cwltoil","3.11.0","9605639","VALIDATED",,"3360642","ETH Zurich NEXUS Workflow Handler",,"Vipin T Sreedharan","3360642","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1506368811104",,"2017-09-07","17.06.0-ce, build 02c1d87","syn10902217","48","367Tb","512Gb","local","Children's Mercy Kansas City","1516687215185","9605639_ChildrensMercyGA4GH-DREAMChallengeTeam_1506368881.zip","9637536","cromwell","syn10902270","VALIDATED","cromwell","29","9605639","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Byunggil Yoo","3340080","1","encode_mapping_workflow","WDL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1506544760487",,"2017-09-27","17.06.2-ce","syn10914855","2","160Gb","64Gb","OpenStack VM","MGI WUSTL","1516687216903","9605639_MGIWUSTL_1506544753.zip","9637953","cwltool","syn10915378","VALIDATED","cwltool","1.0.20170828135420","9605639","VALIDATED","MGI WUSTL","3361932","MGI WUSTL","3361932","Thomas Mooney","3361933","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1508440874373",,"2017-10-19","17.06.2-ce, build cec0b72","syn11266875","8","250Gb","35Mb","Google Compute Engine","Institute for Systems Biology","1516687219052","9605639_ISB-CGC_1508440863.zip","9646108","cwltool","syn11266941","VALIDATED","cwltool","1.0.20170217172322","9605639","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Todd Pihl","3360543","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1508508978119",,,"1.12.6","syn11272358","8","1000Gb","15Gb","EC2","Seven Bridges Genomics","1516687220869","9605639_SBG_1508508959.zip","9646314","SevenBridges","syn11272418","VALIDATED",,"latest","9605639","VALIDATED","SBG","3359497","SBG","3359497","Bogdan Gavrilovic","3357304","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1508519068396",,"09/28/2017","17.09.0-ce, build afdb6d4","syn11273222","8","250Gb","35Gb","Google Compute Engine","Institute for Systems Biology","1516687222709","9605639_ISB-CGC_1508519063.zip","9646357","cwltool","syn11273362","VALIDATED","cwltool","1.0.20170217172322","9605639","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Madelyn Reyes","3361538","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1508967341738",,"10/25/2017","1.12.6, build 78d1802","syn11308944","8","250Gb","30Gb","Google Compute Engine","Institute for Systems Biology","1516687224486","9605639_ISB-CGC_1508967330.zip","9647793","cwltool","syn11309137","VALIDATED","cwltool","1.0.20170822192924","9605639","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Joe Slagel","3348267","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1510768651901",,"2017-11-13","17.09.0-ce, build afdb6d4","syn11445519","8","75Gb","54Gb","Google Compute Engine","xD Bio","1516687226313","9605639__1510768643.zip","9653348","cwltool","syn11445547","VALIDATED","cwltool","1.0.20171107133715","9605639","VALIDATED",,"3340132","spinradical",,"spinradical","3340132","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1511469272781",,"2017-11-23","Provided by v1alpha2 of Google Genomics Pipelines","syn11503402","2","420Gb","17.1Gb","Google Compute Engine","DNAstack","1516687227970","9605639_DNAstack_1511469268.zip","9655148","DNAstack/cromwell","syn11503434","VALIDATED","cromwell","28","9605639","VALIDATED","DNAstack","3365757","DNAstack","3365757","Jim Vlasblom","3352027","1","encode_mapping_workflow","WDL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1512494704180",,"2017-11-28","17.11.0","syn11566307","8","200Gb","30Gb","Google Compute Engine","Institute for Systems Biology","1516687229898","9605639_ISB-CGC_1512494693.zip","9655828","ISB-CGC/dsub+cwltool","syn11566315","VALIDATED","cwltool","1.0.20171107133715","9605639","VALIDATED","ISB-CGC","3362714","ISB-CGC","3362714","Joe Slagel","3348267","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1512578830997",,"2017-09-13","17.05.0-ce, build 89658be","syn11579782","1","100Gb","3.5Gb","Azure","Veritas Genetics","1516687231605","9605639_ArvadosProject_1512578815.zip","9656007","Arvados","syn11580008","VALIDATED","arvados-cwl-runner,arvados-python-client,cwltool","0d06a2984420d9d48e16ccb6d85982b3dce05644~1.0.20171127193714,0.1.20171010180436,1.0.20171205195520","9605639","VALIDATED","Arvados Project","3366142","Arvados Project","3366142","Peter Amstutz","3334077","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1513612891673",,"2017-12-18","17.06.1-ce, build 874a737","syn11614862","8","2Tb","32Gb","local","LU","1516687234520","9605639_Team_LU_1513612878.zip","9657194","cwltool","syn11614866","VALIDATED","cwltool","1.0.20170828135420","9605639","VALIDATED","Team_LU","3366675","Team_LU","3366675","Abhishek Niroula","3323506","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1513616714706",,"2017-12-17","1.12.6","syn11614869","64","230Gb","251Gb","local","CCHMC, Barski Lab","1516687236796","9605639_BioWardrobe_1513616706.zip","9657197","CWL-Airflow","syn11614885","VALIDATED",,"0.0.1","9605639","VALIDATED","BioWardrobe","3359658","BioWardrobe","3359658","Michael Kotliar","3352211","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1513970996075",,"2017-12-18","dx-docker","syn11635097","autoscale","autoscale","autoscale","DNAnexus","DNAnexus Inc.","1516687238509","9605639_DNAnexus_1513970984.zip","9657795","DNAnexus-CWL","syn11635107","VALIDATED",,"alpha","9605639","VALIDATED","DNAnexus","3366717","DNAnexus","3366717","Nihar Sheth","3366692","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1513971123625",,"2017-12-18","dx-docker","syn11635098","autoscale","autoscale","autoscale","DNAnexus","DNAnexus Inc.","1516687240183","9605639_DNAnexus_1513971109.zip","9657796","DNAnexus-WDL","syn11635108","VALIDATED",,"0.56","9605639","VALIDATED","DNAnexus","3366717","DNAnexus","3366717","Nihar Sheth","3366692","1","encode_mapping_workflow","WDL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1514591355476","1.0.2017110733715","2017-11-15","1.12.6","syn11639736","8","2Tb","96Gb","OpenStack VM","Ontario Institute for Cancer Research","1516687241185","9605639_PCAWG-Tech_1514591348.zip","9657911","JTracker","syn11639746","VALIDATED","JTracker","0.2.0a5","9605639","VALIDATED","PCAWG-Tech","3364856","PCAWG-Tech","3364856","Junjun Zhang","2223635","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1514687611288",,"2017-12-06","17.09.0-ce","syn11639868","12","5Tb","62Gb","cluster","Digicon Corporation","1516687242126","9605639_BioGenLink_1514687603.zip","9657923","cwltool","syn11639871","VALIDATED","cwltool","1.0.20170217172322","9605639","VALIDATED","BioGenLink","3365734","BioGenLink","3365734","Ben Ernest","3365727","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1514687925619",,"2017-12-12","17.09.0-ce","syn11639869","1","5Tb","8Gb","BioGenLink","Digicon Corporation","1516687243737","9605639_BioGenLink_1514687921.zip","9657924","dockstore","syn11639872","VALIDATED","dockstore","1.0.20170217172322","9605639","VALIDATED","BioGenLink","3365734","BioGenLink","3365734","Ben Ernest","3365727","1","encode_mapping_workflow","CWL","J. Seth Strattan, ENCODE Data Coordinating Center","A549_CEBP","8","30Gb","32Gb"
"1497300584614",,,"17.06.0-ce, build 02c1d87","syn9998575","32","elastic","244Gb","EC2","Sage Bionetworks","1516687068722","123e4567-e89b-12d3-a456-426655440000.db","9617386","cwltool","syn10156702","VALIDATED","cwltool","1.0.20170217172322","9604596","VALIDATED","SageWorkflowRunners","3357698","SageWorkflowRunners","3357698","James Eddy","2223305","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1499461069139",,,"17.06.0-ce, build 02c1d87","syn10166141","8","400Gb","64Gb","local","Ontario Institute for Cancer Research","1516687070536","123e4567-e89b-12d3-a456-426655440000.db","9621458","dockstore","syn10208950","VALIDATED","dockstore","1.2.5","9604596","VALIDATED","Dockstore_team_3_no_spaces","3357666","Dockstore Team","3357666","Denis Yuen","3334989","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1500269846153",,,"17.06.0-ce, build 02c1d87","syn10197571","8","50Gb","32Gb","EC2","UCSC","1516687072522","123e4567-e89b-12d3-a456-426655440000.db","9622398","cwltool","syn10208953","VALIDATED","cwltool","1.0.20170217172322","9604596","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","DailyDreaming","3359517","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1500327727382",,,"17.06.0-ce","syn10203779","32","200Gb","240Gb","EC2","UCSC","1516687074471","123e4567-e89b-12d3-a456-426655440000.db","9622520","cwltool","syn10208956","VALIDATED","cwltool","1.0.20170217172322","9604596","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1500388062456",,,"1.12.6","syn10204876","64","3.2Tb","264Gb","local","CCHMC, Barski Lab","1516687076307","123e4567-e89b-12d3-a456-426655440000.db","9622548","cwltool","syn10208958","VALIDATED","cwltool","1.0.20170718140316","9604596","VALIDATED","BioWardrobe","3359658","BioWardrobe","3359658","Michael Kotliar","3352211","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1500478675121",,,"1.12.6","syn10207915","32","700Gb","60Gb","EC2","Seven Bridges Genomics","1516687078138","123e4567-e89b-12d3-a456-426655440000.db","9622675","rabix","syn10208961","VALIDATED","rabix","1.0.0","9604596","VALIDATED","SBG","3359497","SBG","3359497","Bogdan Gavrilovic","3357304","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1500664936334",,,"17.06.0-ce-rc4","syn10220442","32","200Gb","240Gb","EC2","UCSC","1516687079868","123e4567-e89b-12d3-a456-426655440000.db","9623170","dockstore","syn10220529","VALIDATED","dockstore","1.2.3","9604596","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1500666251536",,,"1.12.1, build 23cf638","syn10220613","31","1Tb","252Gb","UCSC podcloud VM","UCSC","1516687081635","123e4567-e89b-12d3-a456-426655440000.db","9623180","cwltool","syn10220650","VALIDATED","cwltool","1.0.20170704143016","9604596","VALIDATED",,"3322142","Jeltje van Baren",,"Jeltje van Baren","3322142","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1501513524525",,,"1.12.6","syn10207915","32","700Gb","60Gb","EC2","Seven Bridges Genomics","1516687084703","123e4567-e89b-12d3-a456-426655440000.db","9624614","SevenBridges","syn10245697","VALIDATED",,"latest","9604596","VALIDATED","SBG","3359497","SBG","3359497","Bogdan Gavrilovic","3357304","2","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1503411363599",,,"17.06.0-ce, build 02c1d87","syn10387792","4","470Gb","32Gb","local","Ontario Institute for Cancer Research","1516687086492","123e4567-e89b-12d3-a456-426655440000.db","9629420","dockstore","syn10387849","VALIDATED","dockstore","1.2.7","9604596","VALIDATED","Dockstore Team","3357666","Dockstore Team","3357666","Gary Luu","3351463","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1504200323397",,"08/31/2017","1.7.1, build 786b29d","syn10516538","12","1Tb","72Gb","local","European Molecular Biology Laboratory, Heidelberg","1516687088279","123e4567-e89b-12d3-a456-426655440000.db","9631719","cwltool","syn10516545","VALIDATED","cwltool","1.0.20170413194156","9604596","VALIDATED","EMBL GA4GH-DREAM Challenge Team","3361484","EMBL GA4GH-DREAM Challenge Team","3361484","Benjamin Story","3352048","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1504396541075",,"2017-09-01","1.12.6, build 78d1802","syn10556132","4","1Tb","16Gb","local","No Institution","1516687090099","123e4567-e89b-12d3-a456-426655440000.db","9632183","cwltool","syn10557077","VALIDATED","cwltool","1.0.20170817131858","9604596","VALIDATED",,"3340410","Jacob",,"Jacob","3340410","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1504471220483",,"2017-09-03","1.12.6, build 78d1802","syn10569739","4","100Gb","16Gb","Google Compute Engine","No Institution","1516687091927","123e4567-e89b-12d3-a456-426655440000.db","9632303","cwltool","syn10569762","VALIDATED","cwltool","1.0.20170822192924","9604596","VALIDATED",,"3340410","Jacob",,"Jacob","3340410","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1505019726459",,"2017-09-05","17.06.0-ce, build 02c1d87","syn10676419","48","368Tb","512Gb","local","Children's Mercy Kansas City","1516687093739","123e4567-e89b-12d3-a456-426655440000.db","9633528","cwltool","syn10676460","VALIDATED","cwltool","1.0.20170817131858","9604596","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Byunggil Yoo","3340080","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1505486039819",,"2017-09-15","17.06.0-ce, build 02c1d87","syn10676419","48","368Tb","512Gb","local","Children's Mercy Kansas City","1516687095509","123e4567-e89b-12d3-a456-426655440000.db","9635418","cwltool","syn10807007","VALIDATED","cwltool","1.0.20170817131858","9604596","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Jeff Johnston","3360391","2","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1505756909924",,"2017-09-15","17.06.2-ce, build cec0b72","syn10828070","1","133Gb","8Gb","local","Children's Mercy Kansas City","1516687097766","123e4567-e89b-12d3-a456-426655440000.db","9635965","cwltool","syn10830450","VALIDATED","cwltool","1.0.20170817131858","9604596","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Jeff Johnston","3360391","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1505904618608",,"2017-09-20","1.12.6","syn10850053","8","140Gb","32Gb","local","ETH Zxfcrich, NEXUS Personalized Health Technologies","1516687099792","123e4567-e89b-12d3-a456-426655440000.db","9636352","cwltool","syn10850087","VALIDATED","cwltool","1.0.20170828135420","9604596","VALIDATED",,"3360642","ETH Zurich NEXUS Workflow Handler",,"Vipin T Sreedharan","3360642","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1505929976683",,"2017-09-20","17.06.0-ce, build 02c1d87","syn10387792","4","470Gb","32Gb","local","Ontario Institute for Cancer Research","1516687101505","123e4567-e89b-12d3-a456-426655440000.db","9636460","dockstore","syn10851233","VALIDATED","dockstore","1.2.10","9604596","VALIDATED","Dockstore Team","3357666","Dockstore Team","3357666","Gary Luu","3351463","2","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1506020069480",,"2017-07-19","17.06.0-ce, build 02c1d87","syn10879315","4","500Gb","16Gb","local","Children's Mercy Kansas City","1516687102405","123e4567-e89b-12d3-a456-426655440000.db","9636718","cwltool","syn10879399","VALIDATED","cwltool","1.0.20170817131858","9604596","VALIDATED","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Childrens Mercy GA4GH-DREAM Challenge Team","3360331","Jonathon Saunders","3362244","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1506388649195",,,"17.06.0-ce","syn10905024","4","200Gb","16Gb","Google Compute Engine","UCSC","1516687104338","123e4567-e89b-12d3-a456-426655440000.db","9637603","cwltool","syn10908210","VALIDATED","cwltool","1.0.20170217172322","9604596","VALIDATED","UCSC GA4GH-DREAM Challenge Team","3359354","UCSC GA4GH-DREAM Challenge Team","3359354","Abraham Chavez","3359518","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1506523665534",,"2017-09-26","17.06.2-ce","syn10912251","2","160Gb","64Gb","OpenStack VM","MGI WUSTL","1516687106257","123e4567-e89b-12d3-a456-426655440000.db","9637793","cwltool","syn10912348","VALIDATED","cwltool","1.0.20170828135420","9604596","VALIDATED","MGI WUSTL","3361932","MGI WUSTL","3361932","Thomas Mooney","3361933","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
"1506596106981",,"2017-09-28","1.12.6, build c4618fb","syn10920278","8","140Gb","32Gb","local","ETH Zxfcrich, NEXUS Personalized Health Technologies","1516687108054","123e4567-e89b-12d3-a456-426655440000.db","9638082","rabix","syn10920475","VALIDATED","rabix","1.0.0","9604596","VALIDATED",,"3360642","ETH Zurich NEXUS Workflow Handler",,"Vipin T Sreedharan","3360642","1","gdc_dnaseq_transform","CWL","Jeremiah Savage","NA12878 chr20","4","30Gb","16Gb"
